Date;Hive;ID;MB;CX;AL;ME;OTH;LO;OL;Brain;MBr;CXr;ALr;MEr;OTHr;LOr;OLr;MBRi;MBL;ALRi;ALL;MERi;MEL;LORi;LOL;OLRi;OLL;ALRL;MBRL;OLRL;>RAL. >ROL. >RMB;>RAL. >ROL. <RMB;>RAL. <ROL. <RMB;<RAL. <ROL. <RMB;>RAL. <ROL. >RMB;<RAL. >ROL. >RMB;<RAL. >ROL. <RMB;<RAL. <ROL. >RMB;>RAL. >ROL;>RAL. <ROL;<RAL. >ROL;<RAL. <ROL
16/06/2021;H3;25;0.299193583604674;0.00506357687895651;0.0646852831622219;0.214319439020632;0.294638944500012;0.0640504875148414;0.278369926535473;0.941951314681339;0.317631685355087;0.00537562483329567;0.0686715779828864;0.227527087313569;0.312796362091907;0.0679976624232534;0.295524749736822;0.151220908993349;0.147971730677277;0.0357354551948429;0.0289495133226963;0.107063516898575;0.107255607477373;0.0327545114707868;0.0312959760440545;0.139818028369362;0.138551583521427;0.0067859418721466;0.00324917831607199;0.00126644484793431;1;0;0;0;0;0;0;0;1;0;0;0
16/06/2021;H3;26;0.288261204050039;0.00562451990883749;0.0693661445257939;0.197090377242664;0.369281171478059;0.0632692466872175;0.260359623929882;0.992892663892612;0.29032463883852;0.00566478141432398;0.0698626820887623;0.198501191931438;0.371924564363585;0.0637221413633695;0.262223333294807;NA;NA;0.0351920771668884;0.0341709234126176;0.100944569829508;0.0961458074131563;0.0327445149818521;0.0305247317053654;0.13368908481136;0.126670539118522;0.0010211537542708;NA;0.00701854569283841;0;0;0;0;0;0;0;0;1;0;0;0
16/06/2021;H3;27;0.317457302109527;0.00736478263092795;0.0678815268030158;0.209165926958861;0.407887864834886;0.0651310730031854;0.274296999962046;1.0748884763404;0.295339757655931;0.00685167139943888;0.0631521579188638;0.194593142975162;0.379469939266252;0.0605933307843552;0.255186473759517;0.153774957039778;0.163681401733588;0.0336260035691505;0.0342555232338653;0.105301156743271;0.103864298547509;0.0330186523042171;0.0321124206989683;0.138319809047488;0.135976719246477;-0.000629519664714799;-0.00990644469381;0.00234308980101078;0;0;0;0;0;0;1;0;0;0;1;0
16/06/2021;H3;28;0.261690931322715;0.00273174478914012;0.0630013456941292;0.178680007063459;0.234974860341728;0.0583483392460946;0.237028346309554;0.799427228457266;0.327348033701236;0.00341712752818269;0.0788081059181699;0.223510034063107;0.293929018148634;0.0729876806406697;0.296497714703777;NA;NA;0.031321753389796;0.0316795923043332;0.0885946892196191;0.0900839028393448;0.029388071135889;0.0289494197424098;0.117982760355508;0.119033322581755;-0.000357838914537195;NA;-0.0010505622262465;0;0;0;0;0;0;0;0;0;0;0;1
16/06/2021;H3;29;0.27756438664876;0.00318924409615895;0.0656169874914581;0.190511465287028;0.359852229870665;0.0621989856846799;0.252710450971708;0.95893329907875;0.289451192189714;0.0033258247463331;0.0684270611464807;0.198670194757084;0.375263045111038;0.0648626820493507;0.263532876806434;0.140175492864935;0.137355248319857;0.0343182160249189;0.0312072683822915;0.0959920809168372;0.0945049199651207;0.0319951067932282;0.0301417762827268;0.127987187710065;0.124646696247847;0.0031109476426274;0.00282024454507801;0.0033404914622179;1;0;0;0;0;0;0;0;1;0;0;0
16/06/2021;H3;30;0.340291333945674;0.00467105965549206;0.0769086592008085;0.222045919288051;0.288943952087496;0.0729814158775323;0.295027335165583;1.00584234005505;0.338314783932291;0.00464392824747903;0.0764619425312711;0.220756186576813;0.287265648482924;0.0725575102292254;0.293313696806039;NA;NA;0.0398466072435954;0.037062051957213;0.112598950959631;0.109446968328419;0.037638584295035;0.0353428315824973;0.150237535254666;0.144789799910916;0.0027845552863824;NA;0.00544773534374968;0;0;0;0;0;0;0;0;1;0;0;0
16/06/2021;H3;31;0.285355638848571;0.00364271684178888;0.062772558235452;0.186469744326455;0.363149215449022;0.0618963125103446;0.2483660568368;0.963286186211635;0.296231424194718;0.00378155203918659;0.0651650144411609;0.193576682605399;0.37698995443628;0.0642553722832541;0.257832054888653;NA;NA;0.0314490927131289;0.0313231510612697;0.0947232163286443;0.0917465279978109;0.0308748868297461;0.0310214256805984;0.12559810315839;0.122767953678409;0.000125941651859203;NA;0.0028301494799811;0;0;0;0;0;0;0;0;1;0;0;0
16/06/2021;H3;34;0.269074952718833;0.00348407205891093;0.0650789881203892;0.188918496932159;0.217929579914506;0.0604149006816269;0.249333397613786;0.804900990426426;0.334295715770309;0.00432857220993742;0.0808534079277393;0.234710230424828;0.270753275876887;0.075058797790297;0.309769028215125;NA;NA;0.032639492698647;0.0324394954217421;0.0923135229645698;0.0966049739675895;0.0304278875909869;0.0299863841683856;0.122741410555557;0.126591358135975;0.000199997276904902;NA;-0.00384994758041841;0;0;0;0;0;0;0;0;0;1;0;0
16/06/2021;H4;36;0.279598071445511;0.00467823804836489;0.0623477341192602;0.194661651856855;0.231544639124025;0.0654179752421486;0.260079627099004;0.838248309836166;0.333550414793151;0.00558096925871433;0.0743785980689254;0.232224329679712;0.276224403207303;0.0780412849921933;0.310265614671905;NA;NA;0.0286126598710558;0.0337350742482044;0.0963828042737723;0.0982752312802292;0.0319839975141639;0.0334083491468902;0.128366801787936;0.131683580427119;-0.0051224143771486;NA;-0.00331677863918323;0;0;0;0;0;0;0;0;0;0;0;1
16/06/2021;H4;37;0.229405242665964;0.00368436554001028;0.0371513675690294;0.165465454206689;0.259803146175767;0.0478218690996791;0.213287323306368;0.743331445257139;0.308617702277624;0.00495655815924181;0.0499795452029851;0.222599831155333;0.349511846745423;0.0643345164593921;0.286934347614725;0.1113746575919;0.117956803373028;0.0170468765975881;0.0201044909714412;0.0815124186706434;0.0839530355360456;0.0234389833705043;0.0243828857291748;0.104951402041148;0.10833592126522;-0.0030576143738531;-0.00658214578112799;-0.00338451922407269;0;0;0;1;0;0;0;0;0;0;0;1
16/06/2021;H4;39;0.276657216178083;0.00558026946412653;0.0695399278294182;0.183843550587305;0.356199994393184;0.0668967250467006;0.250740275634006;0.958717683498818;0.288570056586866;0.00582055547756402;0.0725343122655606;0.19175984103722;0.371537941277186;0.0697772933556024;0.261537134392822;NA;NA;0.0347477944071032;0.034792133422315;0.0916323924656477;0.0922110008911073;0.0336506396264355;0.033246085420265;0.125283032092083;0.125457086311372;-0.0000443390152118014;NA;-0.000174054219289121;0;0;0;0;0;0;0;0;0;0;0;1
16/06/2021;H4;42;0.274007057751168;0.00360215141660442;0.0644896737247694;0.175786404205055;0.295607073347427;0.0605364265371795;0.236322830742235;0.874028786982204;0.313498893666013;0.00412131896598248;0.0737843818021551;0.201121984565291;0.338212056342082;0.0692613646584756;0.270383349223767;NA;NA;0.032777219433167;0.0317093096810248;0.0864951868550054;0.0892890161226459;0.0309847914039531;0.0295473899089467;0.117479978258959;0.118836406031593;0.0010679097521422;NA;-0.0013564277726341;0;0;0;0;0;0;0;0;0;1;0;0
16/06/2021;H4;43;0.261277081529984;0.00397117201989644;0.0574610053797084;0.169387931378187;0.225495181716073;0.0557341422409934;0.22512207361918;0.773326514264843;0.337861274261836;0.00513518151342787;0.0743036793899835;0.219038049586615;0.291591168227871;0.072070647020265;0.29110869660688;0.131399772476372;0.129858284156973;0.0282637637999994;0.029197241579709;0.0823252874422813;0.0870544679472678;0.0285025970065648;0.027227771701211;0.110827884448846;0.114282239648479;-0.000933477779709597;0.00154148831939899;-0.00345435519963271;0;0;0;0;0;0;0;1;0;0;0;1
16/06/2021;H4;45;0.255346897578823;0.00529540708271469;0.0605451973447172;0.180792937208714;0.321904835709119;0.0621655664389767;0.242958503647691;0.886050841363065;0.288185379053427;0.00597641448493909;0.0683315161143314;0.204043525234499;0.363302894915052;0.0701602701977504;0.27420379543225;NA;NA;0.0305980090401965;0.0299471883045207;0.0910502769201193;0.0897423458064803;0.0299339800557174;0.0322296994905731;0.120984256975837;0.121972045297053;0.000650820735675801;NA;-0.000987788321216695;0;0;0;0;0;0;0;0;0;1;0;0
16/06/2021;H4;47;0.201490588077712;0.00372064123546866;0.0325121071785152;0.149934029213046;0.26140848996303;0.0469586140365168;0.196892643249563;0.69602446970429;0.289487793673858;0.00534556096432845;0.0467111554171769;0.215414882291058;0.375573706588349;0.0674669010652275;0.282881783356286;NA;NA;0.0142129155412621;0.0182083331035549;0.0735138282487857;0.0764170570703612;0.0225621545704008;0.0243941015456913;0.0960759828191865;0.100811158616052;-0.0039954175622928;NA;-0.004735175796866;0;0;0;0;0;0;0;0;0;0;0;1
16/06/2021;H1;48;0.295187573069154;0.00485448635140222;0.0740572469691054;0.204033989039879;0.367815134351904;0.0684941269646975;0.272528116004576;1.01444255674614;0.290985005613308;0.00478537332559584;0.0730028984653864;0.201129169594703;0.36257857274017;0.0675189802608388;0.268648149855542;0.149563986155239;0.145610539754819;0.0374272692130403;0.0366266766676193;0.100126885592756;0.103900972854294;0.0340326499280675;0.0344433996475226;0.134159535520823;0.138344372501817;0.000800592545421003;0.00395344640042;-0.00418483698099312;0;0;0;0;1;0;0;0;0;1;0;0
16/06/2021;H1;49;0.275531251798247;0.00449235052974835;0.0581569919245102;0.189615087226842;0.297648176840698;0.0613794711599552;0.250994558386797;0.886823329480002;0.310694636280946;0.00506566570861694;0.0655790054131877;0.213813823930438;0.335634130210836;0.0692127384559737;0.283026562386412;0.138228698083586;0.137290603464739;0.0292538973278811;0.0289030945966291;0.0936577251587911;0.0959573620680515;0.0301739093317158;0.0312055618282394;0.123831634490507;0.127162923896291;0.000350802731252001;0.000938094618847002;-0.003331289405784;0;0;0;0;1;0;0;0;0;1;0;0
16/06/2021;H1;50;0.236305392030362;0.00363822290117686;0.0476716010247254;0.153685592284244;0.263745687428848;0.0497985887152872;0.203484180999531;0.754845084384645;0.313051508075991;0.0048198272419602;0.0631541517735227;0.203598851557111;0.349403729168953;0.0659719321824601;0.269570783739571;NA;NA;0.0238292750455808;0.0238423259791446;0.0758111434299338;0.0778744488543111;0.0253842230216262;0.024414365693661;0.10119536645156;0.102288814547972;-0.0000130509335637997;NA;-0.00109344809641211;0;0;0;0;0;0;0;0;0;0;0;1
16/06/2021;H1;51;0.251767773770011;0.00454269956590221;0.0451960695920249;0.193766004307433;0.289226404358364;0.0609923249528256;0.254758329260259;0.845491276546562;0.29777690291302;0.00537285208246858;0.0534553943319555;0.229175639870439;0.34208088525729;0.072138325544825;0.301313965415265;NA;NA;0.019672446925431;0.0254814645017742;0.0986549821821157;0.0951110221253177;0.0303085743736239;0.0306837505792017;0.12896355655574;0.125794772704519;-0.0058090175763432;NA;0.00316878385122019;0;0;0;0;0;0;0;0;0;0;1;0
16/06/2021;H1;52;0.255869611336166;0.00321649327884067;0.0507985520461785;0.166867281820338;0.319522974123066;0.0548800507514908;0.221747332571829;0.851154963356082;0.300614602924101;0.00377897494265688;0.059681907799587;0.196048062931319;0.375399296108426;0.0644771552939082;0.260525218225228;0.126501148001054;0.129345666936196;0.0262707273278751;0.0245275102852149;0.0832216344002462;0.0836456474200924;0.0274012714975874;0.0274781503877263;0.110622905897834;0.111123797807819;0.0017432170426602;-0.00284451893514201;-0.000500891909985091;0;0;1;0;0;0;0;0;0;1;0;0
16/06/2021;H1;53;0.236196292581092;0.00364401647494454;0.0487549152823504;0.160446158599085;0.207437398838311;0.051294060175942;0.211740218775027;0.707772841951726;0.333717654282646;0.00514856781576409;0.0688849760721333;0.226691600876695;0.293084711001753;0.0724724899510068;0.299164090827702;NA;NA;0.0247818591933653;0.0239140939653182;0.0815345541622246;0.0789116044368611;0.026646791856867;0.0246472683190749;0.108181346019092;0.103558872755936;0.000867765228047098;NA;0.0046224732631556;0;0;0;0;0;0;0;0;1;0;0;0
16/06/2021;H1;54;0.271258998115393;0.00433804361236317;0.0573031697784682;0.17133990220191;0.297993723649424;0.053178276584742;0.224518178786652;0.855412113942302;0.317109138033191;0.00507129083357332;0.0669889622142215;0.200301000429212;0.348362758479153;0.0621668500106475;0.262467850439859;0.134518678628763;0.136739847566884;0.0288652858809081;0.02843788389756;0.0862609519296041;0.0850789502723064;0.0263263576471067;0.0268519189376352;0.112587309576711;0.111930869209942;0.000427401983348102;-0.00222116893812102;0.000656440366769193;0;1;0;0;0;0;0;0;1;0;0;0
16/06/2021;H1;55;0.283378170221262;0.0045643824607982;0.0598459074740183;0.195739071154631;0.324951611531128;0.0635001177028727;0.259239188857504;0.93197926054471;0.304060596858815;0.00489751505642998;0.0642137760008097;0.210025136224843;0.348668286181824;0.0681346896772779;0.278159825902121;NA;NA;0.0296438803717128;0.0302020271023054;0.0968653431355422;0.0988737280190887;0.0319535072653481;0.0315466104375245;0.12881885040089;0.130420338456613;-0.000558146730592599;NA;-0.00160148805572288;0;0;0;0;0;0;0;0;0;0;0;1
16/06/2021;H1;56;0.232256514920264;0.00387243816800652;0.0444231390425323;0.142790300834531;0.271808840546441;0.0468327609411466;0.189623061775678;0.741983994452923;0.313020923168984;0.00521903194267921;0.0598707510871393;0.192443909709687;0.366327094086241;0.0631182900052678;0.255562199714955;NA;NA;0.0228116952414156;0.0216114438011167;0.0722705761468421;0.0705197246876898;0.0239426106999;0.0228901502412465;0.0962131868467421;0.0934098749289363;0.0012002514402989;NA;0.00280331191780581;0;0;0;0;0;0;0;0;1;0;0;0
16/06/2021;H1;57;0.149167323348718;0.00120744626253311;0.0331015710126103;0.150930154020251;0.205556054163324;0.0430838708586089;0.19401402487886;0.583046419666047;0.255841247484475;0.00207092646795551;0.0567734744543496;0.258864730027327;0.352555212123695;0.0738944094421953;0.332759139469523;NA;NA;0.0172945730328219;0.0155889628325245;0.0799445438730359;0.0709856101472158;0.0222067304096784;0.0208771404489304;0.102151274282714;0.0918627505961462;0.0017056102002974;NA;0.0102885236865681;0;0;0;0;0;0;0;0;1;0;0;0
16/06/2021;H1;58;0.280179906035429;0.00347072925814831;0.0556077647537454;0.174023701411198;0.331716344214328;0.0569998298432876;0.231023531254486;0.901998275516138;0.310621332258208;0.0038478224985101;0.0616495244649173;0.192931301683053;0.367757182267909;0.0631928368274001;0.256124138510454;0.137225638380118;0.142570797274309;0.0286046263909949;0.0270031383627504;0.0811131832110317;0.0929105182001669;0.0276914669105272;0.0293083629327604;0.108804650121559;0.122218881132927;0.0016014880282445;-0.00534515889419099;-0.0134142310113684;0;0;1;0;0;0;0;0;0;1;0;0
16/06/2021;H1;59;0.261535472229334;0.00394464366153624;0.0537932540396504;0.173470767895755;0.306386926004652;0.0550347601920535;0.228505528087808;0.854165824022983;0.30618817198462;0.00461812396445178;0.0629775302719241;0.203087928616408;0.358697242839358;0.0644310023232359;0.267518930939644;NA;NA;0.0273986697179791;0.0263908107467399;0.0877250825897601;0.0856291761799914;0.0277650209508944;0.0272697392411591;0.115490103540655;0.11289891542115;0.0010078589712392;NA;0.00259118811950401;0;0;0;0;0;0;0;0;1;0;0;0
16/06/2021;H2;60;0.263614278057318;0.00146414728295078;0.0551622834750294;0.168864986633657;0.31496289182144;0.0544975052627962;0.223362491896453;0.858566092533192;0.307040168893144;0.00170534021280857;0.0642493151718507;0.196682571210589;0.366847578259403;0.0634750262522036;0.260157597462793;NA;NA;0.0276923835977689;0.0274698998772604;0.0867183366587037;0.0821463355103313;0.0286315321932441;0.025865973069552;0.115349868851948;0.108012308579883;0.000222483720508503;NA;0.00733756027206449;0;0;0;0;0;0;0;0;1;0;0;0
16/06/2021;H2;62;0.328006979618126;0.00506190064163341;0.0665360796424388;0.219892630162053;0.396545840646215;0.072822697058875;0.292715327220928;1.08886612776934;0.301237196431194;0.00464878143652357;0.0611058402365267;0.201946432673525;0.364182364142947;0.0668793850792844;0.268825817752809;NA;NA;0.0328783786496727;0.0336577009927661;0.109606019900146;0.110286610261907;0.0375480240470015;0.0352746730118734;0.147154043947147;0.14556128327378;-0.0007793223430934;NA;0.00159276067336708;0;0;0;0;0;0;0;0;0;0;1;0
