Site;Tech;Date;Hive2;Hive;ID;BeeType;MB;CX;AL;ME;OTH;LO;OL;Brain;MBr;CXr;ALr;MEr;OTHr;LOr;OLr;MBRi;MBL;ALRi;ALL;MERi;MEL;LORi;LOL;OLRi;OLL;ALSD;MBSD;LOSD;MESD;CXSD;OLSD;MBRL;ALRL;OLRL;>RAL. >ROL. >RMB;>RAL. >ROL. <RMB;>RAL. <ROL. <RMB;<RAL. <ROL. <RMB;>RAL. <ROL. >RMB;<RAL. >ROL. >RMB;<RAL. >ROL. <RMB;<RAL. <ROL. >RMB;>RAL. >ROL;>RAL. <ROL;<RAL. >ROL;<RAL. <ROL;;
A;CTScanUS;02/09/2020;H28;H2;48;Forager;0.140953533612565;0.00350322623906341;0.0297122905331742;0.150207255152375;0.151972876111881;0.0470737815063991;0.197281036658774;0.523422963155457;0.269291841463787;0.00669291660026569;0.0567653554098077;0.28697108404807;0.290344304337952;0.0899344981401173;0.376905582188187;NA;NA;0.0134191941342807;0.0162136394986988;0.0725074287605618;0.077284814454939;0.0234606786068973;0.0233650770775793;0.0959681073674591;0.100649891532518;NA;NA;NA;NA;NA;NA;NA;-0.00279444536441804;-0.00468178416505924;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ALL;;
A;CTScanUS;02/09/2020;H28;H2;49;Forager;0.118759738025726;0.00347647693556013;0.0234054395325115;0.144401525337446;0.117743417756047;0.0450576039322967;0.189459129269743;0.452844201519588;0.262252972716024;0.00767698233497144;0.0516854128947019;0.318876834136077;0.260008668237202;0.0994991296810228;0.4183759638171;NA;NA;0.0138563658882599;0.00954907364425161;0.0728607139791773;0.0715408113582688;0.0227397109771042;0.0223178929551925;0.0956004249562815;0.0938587043134613;NA;NA;NA;NA;NA;NA;NA;0.00430729224400828;0.00174172064282024;NA;NA;NA;NA;NA;NA;NA;NA;ALL;NA;NA;NA;;
A;CTScanUS;02/09/2020;H28;H2;50;Forager;0.14281925746434;0.003462938340723;0.025620551767354;0.149595232303273;0.11776016486847;0.0483678002133749;0.197963032516648;0.487625944957535;0.292886912481201;0.00710162856700452;0.052541403984534;0.306782758075558;0.241496922151517;0.0991903747401853;0.405973132815744;NA;NA;0.0133874850375576;0.0121640517315537;0.0746109115864364;0.0749521875869208;0.023627981130017;0.0247398190833579;0.0982388927164534;0.0996920066702787;NA;NA;NA;NA;NA;NA;NA;0.00122343330600393;-0.00145311395382536;NA;NA;NA;NA;NA;NA;NA;NA;NA;ALL;NA;NA;;
A;CTScanUS;07/09/2020;H56;H5;51;Forager;0.113329412173568;0.00265789643250843;0.0254995054643436;0.132358178171856;0.157707815942149;0.0382197435978454;0.170577921769701;0.46977255178227;0.241243154253282;0.00565783680299038;0.0542805350538278;0.28174949274857;0.335711005983259;0.0813579751580708;0.363107467906641;0.0554546866689239;0.05786966133758;0.0132878996103346;0.012211605854009;0.0669223347301837;0.0654352104207892;0.0203702955045919;0.0178494480932536;0.0872926302347756;0.0832846585140427;NA;NA;NA;NA;NA;NA;-0.00241497466865605;0.00107629375632568;0.00400797172073288;NA;ALL;NA;NA;NA;NA;NA;NA;ALL;NA;NA;NA;;
A;CTScanUS;07/09/2020;H56;H5;52;Forager;0.128425385826803;0.00287644707481378;0.0272469613401058;0.142477500789447;0.165075239959445;0.0435534220653334;0.186030922854781;0.509654957055949;0.251984963648073;0.00564391071840003;0.0534615840832775;0.279556784088743;0.323896074538374;0.0854566829231334;0.365013467011876;0.0629170573389353;0.065508328487868;0.013969663987403;0.0132772973527028;0.0701929998296725;0.0722845009597747;0.021363190114616;0.0221902319507173;0.0915561899442885;0.094474732910492;NA;NA;NA;NA;NA;NA;-0.00259127114893271;0.000692366634700171;-0.00291854296620354;NA;NA;ALL;NA;NA;NA;NA;NA;NA;ALL;NA;NA;;
A;CTScanUS;07/09/2020;H56;H5;53;Forager;0.132029049843147;0.00341322496984121;0.0320447456813829;0.154423540962221;0.183143379760161;0.0437253665740011;0.198148907536223;0.548779307790755;0.240586785924314;0.00621966776331633;0.0583927732450168;0.281394613043795;0.333728654051206;0.079677505972352;0.361072119016147;0.0673933475195228;0.0646350692190626;0.0161063383332257;0.0159384073481572;0.0795745958445364;0.0748489451176851;0.0215141592256238;0.0222112073483773;0.10108875507016;0.0970601524660624;NA;NA;NA;NA;NA;NA;0.00275827830046013;0.000167930985068471;0.00402860260409778;ALL;NA;NA;NA;NA;NA;NA;NA;ALL;NA;NA;NA;;
A;CTScanUS;07/09/2020;H56;H5;54;Forager;0.132089913329413;0.003101260987038;0.029160463495453;0.145014577560327;0.183905219704302;0.0457330742012705;0.190747651761597;0.539004509277803;0.245062724069593;0.00575368282390307;0.0541005928401681;0.269041492351572;0.341194213663837;0.0848472942509274;0.353888786602499;NA;NA;0.0144428481335207;0.0147172988098259;0.0716784762274113;0.0733361013329155;0.0234832597420558;0.0222498144592147;0.0951617359694671;0.0955859157921303;NA;NA;NA;NA;NA;NA;NA;-0.000274450676305179;-0.000424179822663157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ALL;;
A;CTScanUS;07/09/2020;H56;H5;56;Forager;0.129161125806261;0.00306429630449366;0.0284751827020686;0.144586739279788;0.163374010662734;0.0438162878748884;0.188403027154677;0.512477642630234;0.252032703599236;0.00597937558556995;0.0555637560224538;0.282132774685962;0.318792464436565;0.0854989256702132;0.367631700356175;0.0652696853664843;0.0638901743978187;0.0135344632985184;0.014844974980464;0.0719944254825226;0.0725918390315317;0.0219598142748618;0.0218564736000266;0.0939542397573844;0.0944483126315583;NA;NA;NA;NA;NA;NA;0.00137951096866556;-0.00131051168194557;-0.000494072874173898;NA;NA;NA;NA;NA;NA;NA;ALL;NA;NA;NA;ALL;;
A;CTScanUS;07/09/2020;H56;H5;57;Forager;0.13881695596341;0.00346918157093726;0.0339712653835445;0.166797667539889;0.198505521818668;0.0503396113312157;0.217137278871104;0.591900203607664;0.234527636782878;0.0058610920384761;0.0573935693491704;0.281800321275863;0.335369916429774;0.0850474641238388;0.366847785399702;0.0689794395601542;0.0698346677527251;0.016703062384993;0.0172648795729328;0.0848992813076504;0.0818969619069729;0.0248598566620642;0.0254797546691515;0.109759137969715;0.107376716576124;NA;NA;NA;NA;NA;NA;-0.00085522819257082;-0.00056181718793975;0.00238242139359021;NA;NA;NA;NA;NA;NA;ALL;NA;NA;NA;ALL;NA;;
A;CTScanUS;07/09/2020;H56;H5;58;Forager;0.129543965250137;0.00359658833494342;0.0303394682968993;0.148204412630297;0.135854691134332;0.0459425149007337;0.194146927531031;0.493481640547342;0.262510202216346;0.00728819076420814;0.0614804398057209;0.300324065685437;0.275298369729924;0.0930987317983641;0.393422797483801;NA;NA;0.0154106039647738;0.0149288643321254;0.0736574201004447;0.0745386048161432;0.0231850650205732;0.0227574498801606;0.0968424851210179;0.0972960546963038;NA;NA;NA;NA;NA;NA;NA;0.000481739632648409;-0.000453569575285917;NA;NA;NA;NA;NA;NA;NA;NA;NA;ALL;NA;NA;;
A;CTScanUS;07/09/2020;H56;H5;59;Forager;0.131730451631289;0.00296858514854306;0.0238898464486334;0.14333274841107;0.160035194118354;0.0427558238525659;0.186088572263636;0.504712649610455;0.261000891760807;0.00588173320172232;0.0473335599317195;0.283988817244221;0.317081797418534;0.0847132004429957;0.368702017687216;0.0623542147370111;0.0693749708381315;0.0121590449700241;0.0117308014786093;0.0708893322458726;0.0724434161651974;0.0214050530049147;0.0213507708476512;0.0922943852507874;0.0937941870128485;NA;NA;NA;NA;NA;NA;-0.00702075610112037;0.00042824349141473;-0.00149980176206113;NA;NA;ALL;NA;NA;NA;NA;NA;NA;ALL;NA;NA;;
A;CTScanUS;07/09/2020;H56;H5;60;Forager;0.136888982145378;0.00322195427576595;0.0316928634595727;0.153812985792434;0.168711774602466;0.0461488491818498;0.199961834974284;0.540477409457466;0.253274197496595;0.00596131164667948;0.0586386459544833;0.284587261374776;0.312153240173015;0.0853853433544508;0.369972604729227;0.066933690616203;0.0699469039081419;0.0163476316507722;0.0153449152947992;0.0775665037173321;0.0762464820751019;0.0232508020181237;0.0228980471637261;0.100817305735456;0.099144529238828;NA;NA;NA;NA;NA;NA;-0.00301321329193888;0.00100271635597294;0.0016727764966278;NA;ALL;NA;NA;NA;NA;NA;NA;ALL;NA;NA;NA;;
A;CTScanUS;07/09/2020;H56;H5;61;Forager;0.126562315754244;0.00324282985528717;0.0297395510462112;0.164878985590464;0.176375600834377;0.0472376963507557;0.21211668194122;0.548036979431339;0.230937547107805;0.00591717343353735;0.0542655918530716;0.300853759469932;0.321831568770031;0.0861943593656236;0.387048118835556;0.0634809662076392;0.0630813495466046;0.0148763434801088;0.0148632075661025;0.0850020247426153;0.0798769608478489;0.0239891859919407;0.023248510358815;0.108991210734556;0.103125471206664;NA;NA;NA;NA;NA;NA;0.000399616661034649;0.00001313591400629;0.0058657395278921;ALL;NA;NA;NA;NA;NA;NA;NA;ALL;NA;NA;NA;;
A;CTScanUS;07/09/2020;H56;H5;62;Forager;0.126360054977398;0.00257954534317027;0.0302811306917478;0.1612593299181;0.147813060091663;0.0462931768911813;0.207552506809281;0.51458629791326;0.245556586892831;0.00501285275886822;0.0588455829751846;0.313376649498899;0.287246397137024;0.0899619307371929;0.403338580236092;NA;NA;0.014373855276852;0.0159072754148958;0.0782492157593062;0.0830101141587938;0.0238723872641549;0.0224207896270264;0.102121603023461;0.10543090378582;NA;NA;NA;NA;NA;NA;NA;-0.00153342013804385;-0.003309300762359;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ALL;;
A;CTScanUS;07/09/2020;H56;H5;63;Forager;0.129692809127442;0.00284196383495373;0.0233101804825524;0.134217985310573;0.138730342746036;0.0408011242920295;0.175019109602603;0.469594405793586;0.276180481554649;0.00605195419683713;0.0496389654454242;0.28581683183332;0.295425884623965;0.0868858823458046;0.372702714179124;NA;NA;0.0111603815349578;0.0121497989475945;0.066863379119712;0.0673546061908611;0.0201979151535513;0.0206032091384782;0.0870612942732633;0.0879578153293393;NA;NA;NA;NA;NA;NA;NA;-0.000989417412636749;-0.000896521056075988;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ALL;;
A;CTScanUS;07/09/2020;H56;H5;64;Forager;0.11096684870364;0.00282265694998913;0.0295647836268877;0.148170973903183;0.151578862149486;0.0440425323236726;0.192213506226856;0.487146657656859;0.227789407890804;0.00579426524974206;0.060689698188821;0.304160916582852;0.311156527027343;0.0904091850604376;0.39457010164329;0.0492679926192372;0.0616964822419355;0.0147559630339726;0.014808820592915;0.0733069457503428;0.0748640281528401;0.0214750450100709;0.0225674873136017;0.0947819907604137;0.0974315154664418;NA;NA;NA;NA;NA;NA;-0.0124284896226983;-0.0000528575589423905;-0.00264952470602814;NA;NA;NA;ALL;NA;NA;NA;NA;NA;NA;NA;ALL;;
A;CTScanUS;07/09/2020;H56;H5;65;Forager;0.138759994929756;0.00373066040242343;0.02934759808829;0.164017396648102;0.186887808694755;0.0497870279460976;0.2138044245942;0.572530486709424;0.24236263072604;0.00651609038998974;0.0512594504040529;0.28647801375745;0.326424204532545;0.0869596101899216;0.373437623947372;0.0697002883091838;0.0690342289397755;0.0151959332540197;0.0141516648342703;0.0812394622597379;0.0827779343883641;0.0243443196177313;0.0254427083283663;0.105583781877469;0.10822064271673;NA;NA;NA;NA;NA;NA;0.000666059369408278;0.0010442684197494;-0.00263686083926121;NA;NA;NA;NA;ALL;NA;NA;NA;NA;ALL;NA;NA;;
A;CTScanUS;07/09/2020;H56;H5;67;Forager;0.129588996075583;0.0032345974027043;0.0261356862792608;0.153323303569745;0.172784853332334;0.0469443123710158;0.200267615940761;0.532011749030642;0.243582959044987;0.00607993603261194;0.0491261449148098;0.288195333748003;0.324776386324472;0.0882392399351164;0.376434573683119;NA;NA;0.0105218182355398;0.0156138680437209;0.0753796187324085;0.0779436848373361;0.0234772995103079;0.0234670128607079;0.0988569182427165;0.101410697698044;NA;NA;NA;NA;NA;NA;NA;-0.00509204980818111;-0.00255377945532753;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ALL;;
A;CTScanUS;07/09/2020;H56;H5;69;Forager;0.152486081668102;0.00337340096794274;0.0285225001271972;0.159946314140448;0.195246800098735;0.0496362132944398;0.209582527434888;0.589211310296865;0.2587969358417;0.00572528209997039;0.048407930446594;0.271458322922997;0.331369742377081;0.0842417863116567;0.355700109234654;NA;NA;0.0138825319454529;0.0146385435367857;0.0797402276195027;0.0802060865209458;0.0249133995655579;0.0247228137288819;0.104653627185061;0.104928900249828;NA;NA;NA;NA;NA;NA;NA;-0.00075601159133286;-0.000275273064767101;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ALL;;
A;CTScanUS;07/09/2020;H56;H5;70;Forager;0.143802166706667;0.00374782281291969;0.0313831496807217;0.156709065834836;0.171233659616905;0.0479126909848277;0.204621756819664;0.554788555636878;0.259201753975598;0.00675540757796873;0.0565677668759677;0.282466291423297;0.308646704906043;0.086362075241126;0.368828366664423;0.0717196426449893;0.0720717626415583;0.016020747691086;0.0153609776840316;0.0775532818870232;0.079155783947813;0.023553425262632;0.0243592657221957;0.101106707149655;0.103515049670009;NA;NA;NA;NA;NA;NA;-0.000352119996568964;0.000659770007054391;-0.0024083425203536;NA;NA;ALL;NA;NA;NA;NA;NA;NA;ALL;NA;NA;;
A;CTScanUS;07/09/2020;H7;H6;71;Forager;0.128406200433761;0.00315490655938275;0.0242675380895786;0.142652261319437;0.164032351695149;0.0454228997311883;0.188075161050625;0.507936157828496;0.252799881352642;0.00621122657002889;0.0477767485451834;0.280846833053384;0.322938914993593;0.0894263954851689;0.370273228538553;NA;NA;0.0121003762540178;0.0121671618355608;0.0704440703783682;0.0722081909410689;0.0225842882192202;0.0228386115119681;0.0930283585975884;0.095046802453037;NA;NA;NA;NA;NA;NA;NA;-0.0000667855815429889;-0.0020184438554486;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ALL;;
A;CTScanUS;07/09/2020;H7;H6;72;Forager;0.137766137396033;0.00375107034011303;0.0288254135409749;0.149434463491139;0.175003209853865;0.0470691117772929;0.196503575268432;0.541849406399417;0.25425170862784;0.00692271744844909;0.0531982008294877;0.275785968806589;0.322973888661721;0.0868675156259127;0.362653484432502;0.0685519103701671;0.0692142270258659;0.014926575869903;0.0138969385552133;0.075250250263226;0.0741842132279125;0.0235096299930019;0.023559481784291;0.0987598802562279;0.0977436950122035;NA;NA;NA;NA;NA;NA;-0.000662316655698797;0.0010296373146897;0.00101618524402437;NA;ALL;NA;NA;NA;NA;NA;NA;ALL;NA;NA;NA;;
A;CTScanUS;07/09/2020;H7;H6;73;Forager;0.163628644706048;0.00246172939855654;0.024404909488435;0.143428062006558;0.164892506549627;0.0442834337291609;0.187711495735719;0.543099285878385;0.301286797756329;0.00453274283831002;0.0449363682166578;0.264091788989529;0.303613926287781;0.0815383759113931;0.345630164900922;NA;NA;0.0122086268719285;0.0121639976407878;0.0738637514330634;0.069550700240594;0.0230454587951788;0.0212379749339821;0.0969092102282422;0.0907886751745761;NA;NA;NA;NA;NA;NA;NA;0.0000446292311406596;0.00612053505366607;NA;NA;NA;NA;NA;NA;NA;NA;ALL;NA;NA;NA;;
A;CTScanUS;07/09/2020;H7;H6;74;Forager;0.12318283134004;0.00310632062267194;0.0203392150898997;0.133278056844402;0.145381280925311;0.0385425577973061;0.171820614641708;0.463830262619631;0.265577391704296;0.00669710640510602;0.0438505563975655;0.287342305117547;0.31343638533679;0.0830962550386957;0.370438560156243;0.0611980612830396;0.0619626137044849;0.00957470947990891;0.0107618151957568;0.066891294321556;0.066383280810308;0.0194205177588109;0.0191220400384951;0.086311812080367;0.0855053208488031;NA;NA;NA;NA;NA;NA;-0.00076455242144529;-0.00118710571584788;0.000806491231563899;NA;NA;NA;NA;NA;NA;ALL;NA;NA;NA;ALL;NA;;
A;CTScanUS;07/09/2020;H7;H6;75;Forager;0.120904989448752;0.00265702121279625;0.0242415796826064;0.131062093590587;0.149528620496009;0.0383433055248966;0.169405399115483;0.466737609955647;0.259042740224516;0.00569275146489425;0.0519383464403265;0.280804655110269;0.320369769451873;0.082151737308121;0.36295639241839;0.0560060316834134;0.0648965838706344;0.0118495328064153;0.0123920468761911;0.066507667076678;0.0645544265139089;0.0200950186726311;0.0182482868522654;0.0866026857493092;0.0828027133661743;NA;NA;NA;NA;NA;NA;-0.0088905521872211;-0.00054251406977578;0.00379997238313483;NA;NA;NA;NA;NA;NA;ALL;NA;NA;NA;ALL;NA;;
A;CTScanUS;07/09/2020;H5;H4;76;Forager;0.138317863893156;0.00297275007393542;0.0286741242225253;0.147288498073356;0.165853784403386;0.0457318287167214;0.193020326790077;0.52883884938308;0.261550118820717;0.00562127778131901;0.054220911069554;0.278513006835969;0.313618760416077;0.0864759250763634;0.364988931912333;0.067931865416645;0.0703859984765107;0.0147767075385088;0.0138974166840164;0.0728206655941332;0.0744678324792227;0.0228582387632486;0.0228735899534728;0.0956789043573818;0.0973414224326955;NA;NA;NA;NA;NA;NA;-0.00245413305986565;0.0008792908544924;-0.00166251807531365;NA;NA;ALL;NA;NA;NA;NA;NA;NA;ALL;NA;NA;;
A;CTScanUS;07/09/2020;H5;H4;77;Forager;0.144886581897263;0.00331824649932985;0.0301725245218564;0.146193558888175;0.177650111543631;0.0422618242858223;0.188455383173997;0.544482847636077;0.266099441931552;0.00609430859711435;0.0554150138114601;0.26849984259906;0.326273109088589;0.0776182839722242;0.346118126571284;0.0730335513854934;0.0718395777333449;0.0152559255370553;0.0149151745729679;0.0732250556430622;0.0729685032451125;0.0212724828523288;0.0209893414334935;0.0944975384953911;0.093957844678606;NA;NA;NA;NA;NA;NA;0.00119397365214845;0.000340750964087441;0.000539693816785022;ALL;NA;NA;NA;NA;NA;NA;NA;ALL;NA;NA;NA;;
A;CTScanUS;07/09/2020;H5;H4;78;Forager;0.123605309757113;0.00357858571674169;0.0290343252541674;0.136650664066438;0.17452470220536;0.0438782310687357;0.180528895135174;0.511271818068557;0.241760459678885;0.00699937995851325;0.0567884327437625;0.267275956227486;0.341354043069821;0.0858217283215325;0.353097684549018;0.0588612539875902;0.0647438975020553;0.0153020901341458;0.0137322351200216;0.0694591601732722;0.0671915038931663;0.0224445426931142;0.0214336883756214;0.0919037028663865;0.0886251922687878;NA;NA;NA;NA;NA;NA;-0.00588264351446516;0.00156985501412414;0.00327851059759869;NA;ALL;NA;NA;NA;NA;NA;NA;ALL;NA;NA;NA;;
A;CTScanUS;07/09/2020;H5;H4;79;Forager;0.126405767272459;0.00326767535739588;0.0310952987189386;0.153244288978456;0.170335965586299;0.0468042903404607;0.200048579318916;0.531153286254009;0.237983592578225;0.00615203829471028;0.0585429847158436;0.288512361580628;0.320690787376284;0.0881182354543087;0.376630597034937;0.0610826453274002;0.0653180577445828;0.0158362296584915;0.0152590690604471;0.0768732971816042;0.0763709917968515;0.0235996489888099;0.0232046413516508;0.100472946170414;0.0995756331485023;NA;NA;NA;NA;NA;NA;-0.00423541241718258;0.0005771605980445;0.000897313021911844;NA;ALL;NA;NA;NA;NA;NA;NA;ALL;NA;NA;NA;;
A;CTScanUS;07/09/2020;H5;H4;80;Forager;0.13952771170865;0.00320882876720308;0.0278607554734563;0.141493427930658;0.157474901802587;0.0416866041412983;0.183180032071956;0.511252229823854;0.272913649211316;0.00627641031181154;0.0544951275480118;0.27675855414735;0.308018024404204;0.0815382343773071;0.358296788524657;NA;NA;0.014119891075095;0.0137407061408763;0.0699292349262194;0.0715641930044387;0.0206575077831814;0.0210290963581169;0.0905867427094008;0.0925932893625556;NA;NA;NA;NA;NA;NA;NA;0.00037918493421871;-0.00200654665315485;NA;NA;NA;NA;NA;NA;NA;NA;NA;ALL;NA;NA;;
A;CTScanUS;07/09/2020;H5;H4;81;Forager;0.156863227164566;0.00409663234619016;0.0365357695268039;0.174352647332785;0.202108336408123;0.0537946097163315;0.228147257049116;0.6277512224948;0.249881197429075;0.0065258850949097;0.0582010328575768;0.277741629303206;0.321956101662228;0.0856941536530057;0.363435782956211;NA;NA;0.0182327517810619;0.0182799122708697;0.0889878878503852;0.0853619108622098;0.0267670596128241;0.0270275501035075;0.115754947463209;0.112389460965717;NA;NA;NA;NA;NA;NA;NA;-0.0000471604898077994;0.00336548649749201;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ALL;NA;;
A;CTScanUS;07/09/2020;H5;H4;82;Forager;0.139808175979056;0.00320438740948459;0.0301984394058889;0.143826795570573;0.172266050343716;0.0464539637615101;0.190280759332083;0.535757812470229;0.260954059324752;0.00598103720543067;0.0563658405029176;0.268454873121547;0.321537169097817;0.0867070207475351;0.355161893869082;NA;NA;0.0149294890877394;0.015267051234343;0.07314922657236;0.0706775689982129;0.0229447305500155;0.0235092332114947;0.0960939571223755;0.0941868022097076;NA;NA;NA;NA;NA;NA;NA;-0.00033756214660364;0.00190715491266787;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ALL;NA;;
A;CTScanUS;07/09/2020;H5;H4;83;Forager;0.138175149357258;0.00308553702187187;0.0292919491673225;0.13689564139081;0.163780501359657;0.0440828080482358;0.180978449439046;0.515311586345156;0.268139030867255;0.00598771132579421;0.0568431798226689;0.265656051636141;0.317828097988771;0.0855459283593696;0.35120197999551;0.0683051519963633;0.0698685730477596;0.0146588725303855;0.014633076636937;0.0682961313465071;0.0685995100443031;0.0212528093182664;0.0228299987299694;0.0895489406647735;0.0914295087742726;NA;NA;NA;NA;NA;NA;-0.00156342105139623;0.0000257958934484805;-0.00188056810949908;NA;NA;ALL;NA;NA;NA;NA;NA;NA;ALL;NA;NA;;
A;CTScanUS;07/09/2020;H5;H4;84;Forager;0.137014161148818;0.0029940641449513;0.0313951815180287;0.148060024837447;0.162513478206772;0.0452778018956077;0.193337826733054;0.527254711751624;0.259863322403768;0.00567859153881156;0.0595446201205654;0.280813090025441;0.308225748551162;0.0858746273602519;0.366687717385693;0.0695137533386162;0.0675004078102018;0.0152249562345206;0.0161695922555161;0.0754145237656289;0.0726455010718178;0.0228850697081755;0.0223927321874322;0.0982995934738044;0.09503823325925;NA;NA;NA;NA;NA;NA;0.00201334552841431;-0.000944636020995522;0.00326136021455449;NA;NA;NA;NA;NA;ALL;NA;NA;NA;NA;ALL;NA;;
A;CTScanUS;07/09/2020;H5;H4;85;Forager;0.136476898487077;0.00309740641506197;0.0305708252611052;0.161113876745691;0.181616073816572;0.0478306524856856;0.208944529231377;0.560705733211193;0.243402002874959;0.00552412117729375;0.0545220486439908;0.287341233026071;0.323906218644219;0.0853043756334661;0.372645608659537;0.0658043771320086;0.0706343814130065;0.0155891078538565;0.0149788687808707;0.0785746109277676;0.0825389493038816;0.0244372578981092;0.0233930780735344;0.103011868825877;0.105932027377416;NA;NA;NA;NA;NA;NA;-0.00483000428099792;0.00061023907298584;-0.0029201585515392;NA;NA;ALL;NA;NA;NA;NA;NA;NA;ALL;NA;NA;;
A;CTScanUS;07/09/2020;H5;H4;86;Forager;0.123699521095783;0.00334586934217168;0.0271956729309191;0.130250411056518;0.154124744479152;0.0403808542876041;0.170631265344122;0.478997073192148;0.258246924707537;0.00698515613023275;0.0567762820546707;0.271923187731605;0.321765524478112;0.0843029248978427;0.356226112629448;0.0630301203288293;0.060669084252968;0.0130544610806167;0.0141396292803742;0.0652931953261358;0.0649572157303819;0.0196282983053102;0.0207525559822938;0.0849214936314461;0.0857097717126757;NA;NA;NA;NA;NA;NA;0.00236103607586128;-0.00108516819975742;-0.000788278081229637;NA;NA;NA;NA;NA;NA;NA;ALL;NA;NA;NA;ALL;;
A;CTScanUS;07/09/2020;H5;H4;87;Forager;0.132196804655085;0.00342388980248854;0.0292012617783953;0.151207266343744;0.164268215056449;0.0455287928536227;0.196736059197366;0.525826230489783;0.251407778824478;0.0065114473260479;0.0555340530486575;0.287561284652728;0.312400191415785;0.0865852447323038;0.374146529385032;0.0668748110805356;0.0653124981556376;0.0147080873798789;0.0144931743985163;0.0758862801414694;0.0753209862022741;0.0226579686065121;0.0228706659901287;0.0985442487479815;0.0981916521924028;NA;NA;NA;NA;NA;NA;0.00156231292489795;0.000214912981362579;0.000352596555578677;ALL;NA;NA;NA;NA;NA;NA;NA;ALL;NA;NA;NA;;
A;CTScanUS;07/09/2020;H5;H4;88;Forager;0.134696778614985;0.00331659128359721;0.0261731704369156;0.135697279168256;0.150482436426932;0.0423786839856274;0.178075963153883;0.492744939916313;0.273360044322041;0.00673084798021567;0.0531170760299656;0.275390507696137;0.305396208538417;0.0860053154332238;0.361395823129361;NA;NA;0.0130351517037768;0.0131380187331388;0.0685333383572579;0.0671639408109981;0.021458853609742;0.0209198303758854;0.089992191967;0.0880837711868836;NA;NA;NA;NA;NA;NA;NA;-0.00010286702936194;0.00190842078011638;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ALL;NA;;
A;CTScanUS;07/09/2020;H5;H4;89;Forager;0.135459349932987;0.0033562675283104;0.0278084181481091;0.155663583509952;0.166477484766231;0.0483829853892529;0.204046568899205;0.537148089274843;0.252182503554763;0.00624830953572117;0.051770486953888;0.289796401808112;0.309928468685383;0.0900738294621333;0.379870231270245;NA;NA;0.0142744636071088;0.0135339545410003;0.0755947548561846;0.0800688286537672;0.0242096928533361;0.0241732925359168;0.0998044477095207;0.104242121189684;NA;NA;NA;NA;NA;NA;NA;0.00074050906610857;-0.00443767348016329;NA;NA;NA;NA;NA;NA;NA;NA;NA;ALL;NA;NA;;
A;CTScanUS;07/09/2020;H5;H4;90;Forager;0.147248676771521;0.00335231223190486;0.032709179263214;0.164011504029519;0.183470646248094;0.0483757235058962;0.212387227535415;0.579168042050149;0.254241715841723;0.00578815125924124;0.0564761466247853;0.283184658202044;0.316783097352267;0.0835262307199392;0.366710888921984;0.0727319763557542;0.0744739695923031;0.0165401521890571;0.0161687105495387;0.0807478040506721;0.0832636999788465;0.0237258940726096;0.0246498294332866;0.104473698123282;0.107913529412133;NA;NA;NA;NA;NA;NA;-0.00174199323654881;0.00037144163951849;-0.0034398312888515;NA;NA;ALL;NA;NA;NA;NA;NA;NA;ALL;NA;NA;;
A;CTScanUS;07/09/2020;H5;H4;91;Forager;0.135240169934437;0.00269235765415999;0.0315231527526774;0.149898104404987;0.17176092849496;0.0469352069165066;0.196833311321493;0.538049920157728;0.251352457955559;0.00500391795127622;0.0585877844632642;0.278595161506658;0.319228610692124;0.0872320674311182;0.365827228937776;NA;NA;0.0160110768372947;0.0155109680795269;0.0714247098206165;0.0784733945843702;0.0232501511059834;0.0236850558105232;0.0946748609265999;0.102158450394893;NA;NA;NA;NA;NA;NA;NA;0.000500108757767778;-0.00748358946829351;NA;NA;NA;NA;NA;NA;NA;NA;NA;ALL;NA;NA;;
A;CTScanUS;07/09/2020;H5;H4;92;Forager;0.156040112129555;0.00290854404769058;0.0350144199990863;0.166196118693294;0.191135087625446;0.0532718723023664;0.219467990995661;0.604566154797438;0.258102625976204;0.00481096076022499;0.0579166063485939;0.27490146012057;0.316152477456311;0.0881158693380963;0.363017329458666;NA;NA;0.0173360493516175;0.0176782123851961;0.0821669232652135;0.0840220736258093;0.026265839826473;0.027005715951348;0.108432763091686;0.111027789577157;NA;NA;NA;NA;NA;NA;NA;-0.00034216303357857;-0.0025950264854708;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ALL;;
