Site;Date;Hive;ID;BeeType;Brain;Side;MB;AL;ME;LO;OL;MBr;ALr;MEr;LOr;Olr
A;02/09/2020;H2;15;Forager;0.53589497839432;Left;0.0673773943724407;0.0157400755575657;0.0761512700344644;0.0234095594662845;0.0995608295007488;0.125728728741443;0.0293715675499088;0.142101107688363;0.0436831103296127;0.185784218017976

A;02/09/2020;H2;16;Forager;0.525384519839333;Left;NA;0.0158750889753771;0.0739986335144409;0.0240939405082906;0.0980925740227315;NA;0.0302161338522723;0.140846619418993;0.0458596315621532;0.186706250981146

A;02/09/2020;H2;17;Forager;0.580375387769635;Left;NA;0.014595826828706;0.0801360774622118;0.0241368348759734;0.104272912338185;NA;0.0251489417647384;0.13807628502334;0.0415883157429031;0.179664600766243

A;02/09/2020;H2;18;Forager;0.616982521768584;Left;NA;0.0154692209527614;0.0838161596480038;0.0257086470651775;0.109524806713181;NA;0.0250723811566311;0.135848515461579;0.0416683555175656;0.177516870979145

A;02/09/2020;H2;19;Forager;0.470635773700362;Left;NA;0.010711886669366;0.0664360777510127;0.0224850221953486;0.0889210999463613;NA;0.0227604599309229;0.14116240511991;0.0477758458915281;0.188938251011438

A;02/09/2020;H2;20;Forager;0.536165525746725;Left;NA;0.0145264537385975;0.0753917504145567;0.0238780482707609;0.0992697986853176;NA;0.0270932259554851;0.140612827185332;0.0445348444167603;0.185147671602092

A;02/09/2020;H3;21;Forager;0.541344735194488;Left;0.0689780105839654;0.0153305220439992;0.0741408396088184;0.0220440358427956;0.096184875451614;0.12741974955974;0.0283193334068196;0.136956794420808;0.0407208834032086;0.177677677824017

A;02/09/2020;H3;22;Forager;0.52146855786786;Left;0.060131590081492;0.01409292347225;0.0720325201894051;0.0224223083230138;0.0944548285124189;0.115312014836241;0.0270254519848177;0.138133966281545;0.0429983898064581;0.181132356088004

A;02/09/2020;H3;23;Forager;0.516207814834668;Left;0.0680665388041447;0.0138298638304214;0.0698311811224364;0.0210101489474095;0.0908413300698459;0.131858791843252;0.0267912717184471;0.135277264535025;0.0407009509418967;0.175978215476921

A;02/09/2020;H3;24;Forager;0.539725812671178;Left;0.0640368728890518;0.012771096022832;0.0751958524962855;0.0239691716295407;0.0991650241258262;0.118647045195271;0.0236621924002969;0.139322320205756;0.0444099041898959;0.183732224395651

A;02/09/2020;H3;25;Forager;0.57456760002868;Left;0.0688383773246107;0.0159844020834459;0.0749375095358224;0.0239976548103242;0.0989351643461466;0.119809013458424;0.0278198806940176;0.13042418251931;0.0417664602200443;0.172190642739354

A;02/09/2020;H3;26;Forager;0.56998683420549;Left;NA;0.0159995154650452;0.0783355284675927;0.0241264595077685;0.102461987975361;NA;0.0280699737343005;0.137433926130566;0.0423280996330356;0.179762025763602

A;02/09/2020;H3;27;Forager;0.536736535331489;Left;0.0656181658989369;0.0174076671380382;0.0760110368880176;0.0234861757334917;0.0994972126215093;0.122253958095867;0.0324324244618213;0.141617035332005;0.0437573635992314;0.185374398931237

A;02/09/2020;H3;28;Forager;0.591114765253533;Left;0.0683378034178721;0.0151325324183296;0.0796356760740659;0.0252572436025456;0.104892919676612;0.115608351262485;0.0255999905734704;0.134721175573934;0.0427281554906053;0.17744933106454

A;02/09/2020;H3;29;Forager;0.575335143087993;Left;0.0702006830628649;0.0165599249004193;0.0785589248800939;0.025056520947729;0.103615445827823;0.122017025913065;0.0287830929491588;0.136544631114388;0.0435511740396098;0.180095805153998

A;02/09/2020;H3;30;Forager;0.54489322976343;Left;0.063411108968519;0.0163086989363312;0.0738580480114851;0.0239795814412707;0.0978376294527557;0.116373457229501;0.029930081794945;0.135545908771065;0.044007853523307;0.179553762294372

A;02/09/2020;H3;31;Forager;0.553952274541625;Left;0.067043019773075;0.016923958682776;0.082177910886587;0.0231432717007214;0.105321182587308;0.121026707271038;0.0305512937856965;0.148348358989204;0.0417784577558989;0.190126816745102

A;02/09/2020;H3;32;Forager;0.435561203396221;Left;0.0298694519138447;0.0156613862941394;0.0730988165039659;0.0212264599931273;0.0943252764970933;0.0685769340357733;0.0359567981997069;0.16782673923662;0.0487335874444677;0.216560326681088

A;02/09/2020;H3;33;Forager;0.568512107579828;Left;NA;0.01617573820871;0.0795539292998161;0.0254823121362229;0.105036241436039;NA;0.0284527593925318;0.139933570875877;0.0448228134396325;0.18475638431551

A;02/09/2020;H3;34;Forager;0.489203760370572;Left;NA;0.01547527979485;0.072412304435759;0.0233325106815553;0.0957448151173143;NA;0.0316336076058113;0.148020743709956;0.0476948718952629;0.195715615605218

A;02/09/2020;H3;35;Forager;0.513584484407417;Left;NA;0.0130491140565911;0.0738838254528113;0.0228650756724297;0.096748901125241;NA;0.0254079210972415;0.143859146247496;0.0445205732778548;0.188379719525351

A;02/09/2020;H3;36;Forager;0.540235015544513;Left;0.0678042344819783;0.0144288039087773;0.0736053886601518;0.0245260540374972;0.098131442697649;0.125508774016873;0.0267083833768795;0.136246978707894;0.0453988603696429;0.181645839077536

A;02/09/2020;H3;37;Forager;0.515063179131878;Left;NA;0.0141723738582174;0.0710218991114999;0.0222063140511456;0.0932282131626455;NA;0.0275157969593254;0.137889684196034;0.0431137673024377;0.181003451498472

A;02/09/2020;H3;38;Forager;0.509030923721051;Left;NA;0.0136663241617208;0.0657534155230272;0.0223337349440338;0.088087150467061;NA;0.0268477287427236;0.129173715110204;0.0438750062192149;0.173048721329419

A;02/09/2020;H2;39;Forager;0.521430531746019;Left;0.066795990425587;0.0135821479353759;0.0743761903543222;0.0234565911045237;0.0978327814588459;0.128101417847397;0.0260478570173017;0.142638732920514;0.0449850740921881;0.187623807012702

A;02/09/2020;H2;40;Forager;0.534772259398126;Left;NA;0.013256838252137;0.0743331159459578;0.0219077780532121;0.0962408939991699;NA;0.0247896894783908;0.138999573443877;0.0409665566382759;0.179966130082153

A;02/09/2020;H2;41;Forager;0.523422963155457;Left;NA;0.0162136394986988;0.077284814454939;0.0233650770775793;0.100649891532518;NA;0.0309761715476807;0.147652701343149;0.0446389989020024;0.192291700245151

A;02/09/2020;H2;42;Forager;0.452844201519588;Left;NA;0.00954907364425161;0.0715408113582688;0.0223178929551925;0.0938587043134613;NA;0.0210868850969235;0.157981069688433;0.0492838218537444;0.207264891542177

A;02/09/2020;H2;43;Forager;0.487625944957535;Left;NA;0.0121640517315537;0.0749521875869208;0.0247398190833579;0.0996920066702787;NA;0.0249454563633053;0.153708366755276;0.0507352394580079;0.204443606213284

A;07/09/2020;H5;44;Forager;0.46977255178227;Left;0.05786966133758;0.012211605854009;0.0654352104207892;0.0178494480932536;0.0832846585140427;0.123186552977666;0.0259947198014856;0.139291259509596;0.0379959365985403;0.177287196108136

A;07/09/2020;H5;45;Forager;0.509654957055949;Left;0.065508328487868;0.0132772973527028;0.0722845009597747;0.0221902319507173;0.094474732910492;0.128534663660059;0.0260515416732133;0.141830271557311;0.0435397157302275;0.185369987287538

A;07/09/2020;H5;46;Forager;0.548779307790755;Left;0.0646350692190626;0.0159384073481572;0.0748489451176851;0.0222112073483773;0.0970601524660624;0.117779712721434;0.0290433825071159;0.136391704379321;0.0404738426413961;0.176865547020717

A;07/09/2020;H5;47;Forager;0.539004509277803;Left;NA;0.0147172988098259;0.0733361013329155;0.0222498144592147;0.0955859157921303;NA;0.0273045931091471;0.136058418938232;0.041279458847249;0.177337877785481

A;07/09/2020;H5;48;Forager;0.512477642630234;Left;0.0638901743978187;0.014844974980464;0.0725918390315317;0.0218564736000266;0.0944483126315583;0.124669193508442;0.0289670685032694;0.141648792050639;0.0426486382661509;0.18429743031679

A;07/09/2020;H5;49;Forager;0.591900203607664;Left;0.0698346677527251;0.0172648795729328;0.0818969619069729;0.0254797546691515;0.107376716576124;0.117983854925339;0.0291685650177216;0.138362787185756;0.0430473828423288;0.181410170028084

A;07/09/2020;H5;50;Forager;0.493481640547342;Left;NA;0.0149288643321254;0.0745386048161432;0.0227574498801606;0.0972960546963038;NA;0.0302521170100009;0.151046358550379;0.04611610242464;0.197162460975019

A;07/09/2020;H5;51;Forager;0.504712649610455;Left;0.0693749708381315;0.0117308014786093;0.0724434161651974;0.0213507708476512;0.0937941870128485;0.137454392894008;0.0232425351091622;0.143533981605395;0.0423028249126113;0.185836806518006

A;07/09/2020;H5;52;Forager;0.540477409457466;Left;0.0699469039081419;0.0153449152947992;0.0762464820751019;0.0228980471637261;0.099144529238828;0.129416887152333;0.0283914091991421;0.141072468045683;0.0423663353232678;0.183438803368951

A;07/09/2020;H5;53;Forager;0.548036979431339;Left;0.0630813495466046;0.0148632075661025;0.0798769608478489;0.023248510358815;0.103125471206664;0.115104184414818;0.027120811412261;0.145751042075175;0.0424214263477957;0.188172468422971

A;07/09/2020;H5;54;Forager;0.51458629791326;Left;NA;0.0159072754148958;0.0830101141587938;0.0224207896270264;0.10543090378582;NA;0.0309127457909444;0.161314272252127;0.0435705142518305;0.204884786503957

A;07/09/2020;H5;55;Forager;0.469594405793586;Left;NA;0.0121497989475945;0.0673546061908611;0.0206032091384782;0.0879578153293393;NA;0.0258729635568424;0.14343144926745;0.0438744773879068;0.187305926655357

A;07/09/2020;H5;56;Forager;0.487146657656859;Left;0.0616964822419355;0.014808820592915;0.0748640281528401;0.0225674873136017;0.0974315154664418;0.12664868222373;0.0303991012976346;0.153678624242093;0.0463258588741011;0.200004483116194

A;07/09/2020;H5;57;Forager;0.572530486709424;Left;0.0690342289397755;0.0141516648342703;0.0827779343883641;0.0254427083283663;0.10822064271673;0.120577385034192;0.0247177489457477;0.144582579111418;0.0444390454639304;0.189021624575348

A;07/09/2020;H5;58;Forager;0.532011749030642;Left;NA;0.0156138680437209;0.0779436848373361;0.0234670128607079;0.101410697698044;NA;0.0293487278658231;0.146507450219576;0.0441099522773064;0.190617402496882

A;07/09/2020;H5;59;Forager;0.589211310296865;Left;NA;0.0146385435367857;0.0802060865209458;0.0247228137288819;0.104928900249828;NA;0.0248443016638806;0.136124485595049;0.0419591635408792;0.178083649135929

A;07/09/2020;H5;60;Forager;0.554788555636878;Left;0.0720717626415583;0.0153609776840316;0.079155783947813;0.0243592657221957;0.103515049670009;0.129908524444637;0.0276879858604829;0.142677391491872;0.0439072967073593;0.186584688199232

A;07/09/2020;H6;61;Forager;0.507936157828496;Left;NA;0.0121671618355608;0.0722081909410689;0.0228386115119681;0.095046802453037;NA;0.0239541163747374;0.142159973902567;0.044963547406443;0.18712352130901

A;07/09/2020;H6;62;Forager;0.541849406399417;Left;0.0692142270258659;0.0138969385552133;0.0741842132279125;0.023559481784291;0.0977436950122035;0.127737017349144;0.0256472340674105;0.136909282084234;0.0434797593317366;0.180389041415971

A;07/09/2020;H6;63;Forager;0.543099285878385;Left;NA;0.0121639976407878;0.069550700240594;0.0212379749339821;0.0907886751745761;NA;0.0223973736609031;0.128062588276296;0.0391051424411887;0.167167730717485

A;07/09/2020;H6;64;Forager;0.463830262619631;Left;0.0619626137044849;0.0107618151957568;0.066383280810308;0.0191220400384951;0.0855053208488031;0.133588984372281;0.0232020548529455;0.143119770657885;0.0412263743432721;0.184346145001157

A;07/09/2020;H6;65;Forager;0.466737609955647;Left;0.0648965838706344;0.0123920468761911;0.0645544265139089;0.0182482868522654;0.0828027133661743;0.139042970796378;0.0265503499436625;0.138309887904777;0.0390975281679132;0.17740741607269

A;07/09/2020;H4;66;Forager;0.52883884938308;Left;0.0703859984765107;0.0138974166840164;0.0744678324792227;0.0228735899534728;0.0973414224326955;0.133095362715163;0.0262791145170755;0.140813846346753;0.0432524765912265;0.18406632293798

A;07/09/2020;H4;67;Forager;0.544482847636077;Left;0.0718395777333449;0.0149151745729679;0.0729685032451125;0.0209893414334935;0.093957844678606;0.131940938167737;0.0273932863775664;0.134014328572355;0.0385491324926408;0.172563461064995

A;07/09/2020;H4;68;Forager;0.511271818068557;Left;0.0647438975020553;0.0137322351200216;0.0671915038931663;0.0214336883756214;0.0886251922687878;0.126633026139872;0.026858971362627;0.131420316001373;0.0419222957693853;0.173342611770759

A;07/09/2020;H4;69;Forager;0.531153286254009;Left;0.0653180577445828;0.0152590690604471;0.0763709917968515;0.0232046413516508;0.0995756331485023;0.122974025455518;0.0287281834742332;0.14378333670015;0.0436872781401824;0.187470614840333

A;07/09/2020;H4;70;Forager;0.511252229823854;Left;NA;0.0137407061408763;0.0715641930044387;0.0210290963581169;0.0925932893625556;NA;0.0268765696055947;0.139978251105321;0.0411325274128628;0.181110778518184

A;07/09/2020;H4;71;Forager;0.6277512224948;Left;NA;0.0182799122708697;0.0853619108622098;0.0270275501035075;0.112389460965717;NA;0.0291196761007042;0.135980477302721;0.0430545559052756;0.179035033207997

A;07/09/2020;H4;72;Forager;0.535757812470229;Left;NA;0.015267051234343;0.0706775689982129;0.0235092332114947;0.0941868022097076;NA;0.0284961803243725;0.131920743576913;0.0438803367198702;0.175801080296783

A;07/09/2020;H4;73;Forager;0.515311586345156;Left;0.0698685730477596;0.014633076636937;0.0685995100443031;0.0228299987299694;0.0914295087742726;0.135585100159113;0.0283965604979349;0.133122390146212;0.04430329015478;0.177425680300992

A;07/09/2020;H4;74;Forager;0.527254711751624;Left;0.0675004078102018;0.0161695922555161;0.0726455010718178;0.0223927321874322;0.09503823325925;0.128022389000479;0.0306675158990958;0.137780657911008;0.0424704259408891;0.180251083851897

A;07/09/2020;H4;75;Forager;0.560705733211193;Left;0.0706343814130065;0.0149788687808707;0.0825389493038816;0.0233930780735344;0.105932027377416;0.125974066661454;0.0267143135760105;0.147205466994561;0.0417207756010643;0.188926242595626

A;07/09/2020;H4;76;Forager;0.478997073192148;Left;0.060669084252968;0.0141396292803742;0.0649572157303819;0.0207525559822938;0.0857097717126757;0.12665856985024;0.0295192394102628;0.135610882332729;0.043325016255306;0.178935898588035

A;07/09/2020;H4;77;Forager;0.525826230489783;Left;0.0653124981556376;0.0144931743985163;0.0753209862022741;0.0228706659901287;0.0981916521924028;0.124209281257806;0.0275626691065156;0.143243113094826;0.0434947225223544;0.186737835617181

A;07/09/2020;H4;78;Forager;0.492744939916313;Left;NA;0.0131380187331388;0.0671639408109981;0.0209198303758854;0.0880837711868836;NA;0.0266629196341826;0.13630569361586;0.0424556980320049;0.178761391647865

A;07/09/2020;H4;79;Forager;0.537148089274843;Left;NA;0.0135339545410003;0.0800688286537672;0.0241732925359168;0.104242121189684;NA;0.0251959465391961;0.149062856691646;0.0450030317869157;0.194065888478561

A;07/09/2020;H4;80;Forager;0.579168042050149;Left;0.0744739695923031;0.0161687105495387;0.0832636999788465;0.0246498294332866;0.107913529412133;0.128587843570717;0.0279171317745786;0.143764320427813;0.042560755503758;0.18632507593157

A;07/09/2020;H4;81;Forager;0.538049920157728;Left;NA;0.0155109680795269;0.0784733945843702;0.0236850558105232;0.102158450394893;NA;0.0288281207717304;0.145847795240572;0.0440201827436012;0.189867977984172

A;07/09/2020;H4;82;Forager;0.604566154797438;Left;NA;0.0176782123851961;0.0840220736258093;0.027005715951348;0.111027789577157;NA;0.0292411545782268;0.138979122398873;0.0446695795605633;0.183648701959436

A;07/09/2020;H4;83;Forager;0.518019244168883;Left;NA;0.0141823523820588;0.0670873855799727;0.0203006581334886;0.0873880437134613;NA;0.0273780415335982;0.129507516053016;0.0391890038101948;0.168696519863211

A;07/09/2020;H4;84;Forager;0.458140680583177;Left;NA;0.0137965025338519;0.0643372005751111;0.0206110302445854;0.0849482308196965;NA;0.0301141180396599;0.14043110184674;0.0449884306679537;0.185419532514694

A;07/09/2020;H6;85;Forager;0.516647712800921;Left;NA;0.0128905732646354;0.0652726920955815;0.0219434756162848;0.0872161677118663;NA;0.024950411944633;0.126338877494911;0.0424728012388206;0.168811678733732

A;07/09/2020;H6;86;Forager;0.542365930846364;Left;NA;0.0155320600092855;0.0722831603165016;0.0238662704887019;0.0961494308052035;NA;0.0286376026330556;0.13327378473737;0.0440040001248945;0.177277784862264

A;07/09/2020;H6;87;Forager;0.509590209777934;Left;0.0643633351680205;0.0125909684300442;0.068278752661483;0.0218610018674524;0.0901397545289354;0.126304104617843;0.0247080265445661;0.133987567561859;0.0428991794739912;0.176886747035851

A;07/09/2020;H6;88;Forager;0.47079983390033;Left;NA;0.0111388227988633;0.0681980630979973;0.0200281314606949;0.0882261945586922;NA;0.0236593600863959;0.144855750124234;0.0425406510762171;0.187396401200452

A;07/09/2020;H6;89;Forager;0.560067389907267;Left;NA;0.0138471256721853;0.0745944887876002;0.0232536999789395;0.0978481887665396;NA;0.0247240348603014;0.133188416486722;0.0415194678318795;0.174707884318601

A;07/09/2020;H6;90;Forager;0.506572766269783;Left;NA;0.0134797694756439;0.0678665487038567;0.0203476191954549;0.0882141678993116;NA;0.0266097397515149;0.133971964587834;0.0401672189077343;0.174139183495569

B;27/08/2020;H8;91;Forager;0.457423993434963;Left;NA;0.011266359115389;0.065548272465537;0.0192422386065883;0.0847905110721253;NA;0.0246300134603474;0.143298719363869;0.0420665266421451;0.185365246006014

B;27/08/2020;H8;92;Forager;0.502988892146598;Left;0.0682419031713132;0.0132628079369143;0.0663514001528644;0.0207398091146366;0.087091209267501;0.135672783707168;0.0263679936952739;0.131914245401519;0.0412331354398814;0.1731473808414

B;27/08/2020;H8;93;Forager;0.478291283413595;Left;0.0686688396926991;0.0125274683824194;0.0669740046470527;0.0203028763874603;0.087276881034513;0.143571171112727;0.0261921319013177;0.140027650449858;0.0424487693828694;0.182476419832727

B;27/08/2020;H8;94;Forager;0.467966047559445;Left;NA;0.0124010454879065;0.0629054897093089;0.0193498607849163;0.0822553504942251;NA;0.0264998829564258;0.134423191676781;0.041348856152771;0.175772047829552

B;27/08/2020;H8;95;Forager;0.492981219391641;Left;0.070274936371645;0.0126199810836932;0.0643864244820398;0.0208135260832651;0.0851999505653049;0.14255094029417;0.025599314106259;0.1306062420826;0.0422197139861633;0.172825956068763

B;27/08/2020;H8;96;Forager;0.425193377738206;Left;0.050186828366853;0.0120958416502274;0.0661911466661554;0.0182650960524143;0.0844562427185697;0.118032949228465;0.0284478599233379;0.155673042271391;0.0429571508135299;0.198630193084921

B;27/08/2020;H7;97;Forager;0.497275714718428;Left;0.0608564645656043;0.0153873244510457;0.0659258448029173;0.0232699843660506;0.0891958291689679;0.122379723691238;0.0309432453578765;0.132574028555258;0.0467949342332688;0.179368962788527

B;27/08/2020;H9;98;Forager;0.48802013504607;Left;NA;0.0129760981726334;0.0668065574741019;0.020779770421079;0.087586327895181;NA;0.0265892680256081;0.136893035095356;0.0425797399099473;0.179472775005303

B;27/08/2020;H9;99;Forager;0.524741947873243;Left;0.062615226682077;0.0148469045240201;0.0792439560235442;0.0232545787559055;0.10249853477945;0.119325750372833;0.0282937252952503;0.151015096743679;0.0443162183815403;0.19533131512522

B;27/08/2020;H9;100;Forager;0.531889403084995;Left;0.0657501059036498;0.0151938733562148;0.0758838923398576;0.0234291774814064;0.0993130698212639;0.12361612305546;0.0285658508481073;0.142668554589969;0.0440489645883441;0.186717519178313

B;27/08/2020;H8;101;Forager;0.510873838533009;Left;NA;0.0152417463169052;0.071707578437217;0.0209670763619633;0.0926746547991803;NA;0.0298346581235641;0.140362596454592;0.0410415934042952;0.181404189858887

B;27/08/2020;H8;102;Forager;0.469366777367084;Left;NA;0.0124016379340244;0.0657861385432466;0.0195670463275835;0.0853531848708301;NA;0.0264220616627182;0.140159341724769;0.0416881792046403;0.181847520929409

B;27/08/2020;H8;103;Forager;0.558153557680138;Left;NA;0.0149415566331413;0.0772463249215713;0.0227414462187593;0.0999877711403305;NA;0.0267696164031331;0.13839618839416;0.0407440674807842;0.179140255874944

B;27/08/2020;H8;104;Forager;0.472077641698137;Left;0.0578118893250386;0.0128550534894303;0.0666422497765357;0.0204593443191934;0.0871015940957291;0.122462671854317;0.0272308034822168;0.14116798570848;0.0433389394286879;0.184506925137168

B;27/08/2020;H8;105;Forager;0.467922812763051;Left;NA;0.0128782261092823;0.0668385174949369;0.0183642671636907;0.0852027846586275;NA;0.0275221163790611;0.142840903823988;0.0392463600038028;0.182087263827791

B;27/08/2020;H7;106;Forager;0.497656308013503;Left;0.0670805543306949;0.0132280946068323;0.0655654073075571;0.0205293557423581;0.0860947630499152;0.134792934904132;0.0265807835524781;0.13174836981224;0.0412520758036912;0.173000445615931

B;27/08/2020;H7;107;Forager;0.46122456711081;Left;0.0641364521801413;0.0114673756720094;0.0618696637663984;0.0196570015729283;0.0815266653393267;0.139056886284057;0.0248628899883695;0.134142168865723;0.0426191555581333;0.176761324423857

B;27/08/2020;H7;108;Forager;0.546905217500429;Left;NA;0.0159088303172696;0.0749510601095847;0.0221176871050399;0.0970687472146247;NA;0.0290888252812419;0.137045794611616;0.0404415361150263;0.177487330726642

B;27/08/2020;H7;109;Forager;0.564744809414598;Left;0.0728493347275807;0.0169842291442016;0.0758577516426499;0.0233517917140176;0.0992095433566674;0.128995138181252;0.0300741659968634;0.134322175924525;0.0413492808162744;0.175671456740799

B;27/08/2020;H7;110;Forager;0.507974166937533;Left;NA;0.0141418330111706;0.0644402258067602;0.0200840935435868;0.0845243193503471;NA;0.0278396696753866;0.126857289210702;0.0395376277984164;0.166394917009119
